time,temperature_2m (?C),relative_humidity_2m (%),apparent_temperature (?C),rain (mm),weather_code (wmo code),cloud_cover (%)
2021-01-31T14:00,32,41,33.8,0,2,72
2021-01-31T15:00,32.8,39,34.3,0,2,69
2021-01-31T16:00,32.6,38,33.6,0,3,100
2021-01-31T17:00,31.6,44,33.4,0,3,100
2021-01-31T18:00,30.4,48,32.3,0,2,57
2021-01-31T19:00,28,61,30,0,0,3
2021-01-31T20:00,27.3,64,29.8,0,0,3
2021-01-31T21:00,26.8,66,29.2,0,0,1
2021-01-31T22:00,26.3,68,28.5,0,0,1
2021-01-31T23:00,25.8,69,28.2,0,0,2
2021-02-01T00:00,25.3,71,27.9,0,0,18
2021-02-01T01:00,24.9,72,27.9,0,0,8
2021-02-01T02:00,24.5,75,27.7,0,0,17
2021-02-01T03:00,24.1,77,27.6,0,1,30
2021-02-01T04:00,23.8,80,27,0,1,30
2021-02-01T05:00,23.2,85,26.4,0,1,30
2021-02-01T06:00,22.6,89,25.9,0,1,29
2021-02-01T07:00,23.1,85,26.2,0,0,9
2021-02-01T08:00,25,67,26.9,0,0,4
2021-02-01T09:00,27.2,56,28.7,0,0,2
2021-02-01T10:00,29.4,50,31.4,0,0,0
2021-02-01T11:00,31.2,46,33.7,0,0,1
2021-02-01T12:00,32.3,43,35.2,0,0,0
2021-02-01T13:00,32.7,41,35.1,0,0,0
2021-02-01T14:00,33,39,35.4,0,0,0
2021-02-01T15:00,33.3,38,34.7,0,0,0
2021-02-01T16:00,33.2,39,34.2,0,0,1
2021-02-01T17:00,32.6,39,34.8,0,0,14
2021-02-01T18:00,29.2,54,29.6,0,0,0
2021-02-01T19:00,27.4,59,28.1,0,0,6
2021-02-01T20:00,26.4,61,27.4,0,1,20
2021-02-01T21:00,25.8,64,27.4,0,1,25
2021-02-01T22:00,25.5,66,27.2,0,1,27
2021-02-01T23:00,25,69,26.8,0,1,20
2021-02-02T00:00,24.6,71,26.8,0,0,6
2021-02-02T01:00,24.2,74,27,0,0,1
2021-02-02T02:00,23.9,76,27.3,0,0,0
2021-02-02T03:00,23.5,78,26.9,0,1,32
2021-02-02T04:00,23.2,81,26.4,0,1,32
2021-02-02T05:00,23,83,26.1,0,1,28
2021-02-02T06:00,22.7,86,26.2,0,1,22
2021-02-02T07:00,23.1,84,26.5,0,1,31
2021-02-02T08:00,24.7,74,27.7,0,0,11
2021-02-02T09:00,27,56,28.5,0,0,0
2021-02-02T10:00,29.5,39,29.7,0,0,1
2021-02-02T11:00,30.9,40,32.4,0,0,5
2021-02-02T12:00,32,39,34.2,0,1,20
2021-02-02T13:00,32.9,34,34.8,0,1,25
2021-02-02T14:00,33.1,34,34.9,0,1,24
2021-02-02T15:00,33.2,34,34.4,0,1,29
2021-02-02T16:00,33.1,34,33.5,0,0,19
2021-02-02T17:00,32.6,35,34.3,0,0,17
2021-02-02T18:00,28.2,54,28.2,0,0,14
2021-02-02T19:00,27,60,28,0,0,6
2021-02-02T20:00,26.1,63,27,0,0,0
2021-02-02T21:00,25.4,66,27.2,0,0,18
2021-02-02T22:00,25,68,26.9,0,1,23
2021-02-02T23:00,24.6,69,26.8,0,1,26
2021-02-03T00:00,24.4,71,27.2,0,1,28
2021-02-03T01:00,24,72,27.2,0,1,28
2021-02-03T02:00,23.5,75,26.1,0,1,28
2021-02-03T03:00,22.5,81,25.1,0,1,28
2021-02-03T04:00,21.9,83,24.3,0,1,29
2021-02-03T05:00,21.5,85,23.7,0,1,28
2021-02-03T06:00,21,83,23,0,1,29
2021-02-03T07:00,21.7,82,24.4,0,1,29
2021-02-03T08:00,23.7,66,25.7,0,1,29
2021-02-03T09:00,25.5,58,27.5,0,1,24
2021-02-03T10:00,27.5,51,30.1,0,0,18
2021-02-03T11:00,29.5,46,32.8,0,0,8
2021-02-03T12:00,31,44,34.5,0,0,14
2021-02-03T13:00,32.1,41,35.7,0,0,18
2021-02-03T14:00,32.8,39,35.9,0,1,22
2021-02-03T15:00,33.1,37,34.9,0,2,63
2021-02-03T16:00,31.9,43,32.6,0,1,39
2021-02-03T17:00,30.5,47,30.9,0,1,23
2021-02-03T18:00,28.4,57,29.2,0,1,29
2021-02-03T19:00,27,66,28.8,0,1,25
2021-02-03T20:00,26.6,67,28.7,0,0,18
2021-02-03T21:00,26.1,68,28.5,0,1,32
2021-02-03T22:00,25.7,68,28,0,1,28
2021-02-03T23:00,25.3,68,28.1,0,1,26
2021-02-04T00:00,25,70,27.9,0,1,21
2021-02-04T01:00,24.4,74,27.6,0,1,21
2021-02-04T02:00,23.7,79,26.7,0,1,28
2021-02-04T03:00,22.8,85,25.9,0,1,26
2021-02-04T04:00,22.3,87,25.4,0,1,29
2021-02-04T05:00,21.7,89,24.6,0,1,29
2021-02-04T06:00,21.3,85,23.8,0,1,29
2021-02-04T07:00,22,89,25.5,0,1,30
2021-02-04T08:00,24.1,71,26.4,0,1,29
2021-02-04T09:00,26.6,54,27.5,0,1,27
2021-02-04T10:00,28.6,48,30.3,0,0,20
2021-02-04T11:00,30.3,44,33.3,0,1,22
2021-02-04T12:00,31.7,40,35.6,0,1,32
2021-02-04T13:00,33,37,37.3,0,1,38
2021-02-04T14:00,34,35,36.7,0,1,42
2021-02-04T15:00,33.8,37,34.8,0,1,25
2021-02-04T16:00,32.8,40,33.5,0,0,14
2021-02-04T17:00,32,43,33.8,0,1,23
2021-02-04T18:00,29.5,53,30.4,0,1,27
2021-02-04T19:00,27.5,60,28.9,0,0,15
2021-02-04T20:00,27.6,59,29.4,0,1,21
2021-02-04T21:00,27,61,28.9,0,0,19
2021-02-04T22:00,26.4,66,28.9,0,1,26
2021-02-04T23:00,26,70,29.1,0,0,15
2021-02-05T00:00,25.7,71,29.1,0,0,1
2021-02-05T01:00,25.3,74,28.5,0,0,1
2021-02-05T02:00,24.7,76,28,0,0,2
2021-02-05T03:00,24.1,79,27.2,0,0,3
2021-02-05T04:00,23.6,81,26.7,0,0,13
2021-02-05T05:00,23.2,82,26.5,0,1,23
2021-02-05T06:00,23,83,26.2,0,1,22
2021-02-05T07:00,23.8,82,27.6,0,1,31
2021-02-05T08:00,25.5,75,29.6,0,1,36
2021-02-05T09:00,27.2,66,30.8,0,1,30
2021-02-05T10:00,29.3,57,32.5,0,1,45
2021-02-05T11:00,31.2,49,34.8,0,1,41
2021-02-05T12:00,32.3,44,35.6,0,3,87
2021-02-05T13:00,32.9,43,36,0.1,51,28
2021-02-05T14:00,33,42,36.1,0.3,51,26
2021-02-05T15:00,32.8,41,35.1,0,1,24
2021-02-05T16:00,33.1,40,35.3,0,0,14
2021-02-05T17:00,32.7,40,34.1,0,0,20
2021-02-05T18:00,28.5,64,30,0.1,51,24
2021-02-05T19:00,27.8,66,29.7,0,1,22
2021-02-05T20:00,27.1,67,29.2,0,1,23
2021-02-05T21:00,26.5,70,29.4,0,1,31
2021-02-05T22:00,26.2,71,29.6,0,2,54
2021-02-05T23:00,26,71,29.2,0,1,42
2021-02-06T00:00,25.7,73,29.1,0,1,41
2021-02-06T01:00,25.5,74,29.2,0,1,28
2021-02-06T02:00,25.1,77,28.9,0,1,27
2021-02-06T03:00,24.7,80,28.5,0,1,27
2021-02-06T04:00,24.3,82,28,0,1,31
2021-02-06T05:00,23.8,86,27.5,0,1,33
2021-02-06T06:00,23.3,88,27.2,0,0,15
2021-02-06T07:00,23.9,86,28.1,0,1,29
2021-02-06T08:00,25.7,74,29.2,0,1,25
2021-02-06T09:00,27.5,66,30.8,0,1,27
2021-02-06T10:00,29.4,58,33.3,0,1,49
2021-02-06T11:00,31.1,51,35.8,0,2,53
2021-02-06T12:00,31.7,47,35.4,0,3,81
2021-02-06T13:00,32.5,43,35.8,0,3,100
2021-02-06T14:00,32.5,44,35.3,0,2,80
2021-02-06T15:00,31.9,46,34.4,0.2,51,42
2021-02-06T16:00,31.9,46,34.8,0.1,51,28
2021-02-06T17:00,31.3,49,32.8,0.1,51,26
2021-02-06T18:00,29.1,56,29.9,0,1,25
2021-02-06T19:00,28.1,59,29,0,1,37
2021-02-06T20:00,27.5,61,29,0,1,33
2021-02-06T21:00,27.2,62,29.3,0,1,33
2021-02-06T22:00,26.8,63,28.9,0,2,52
2021-02-06T23:00,26.2,65,28.3,0,2,54
2021-02-07T00:00,25.9,67,28.6,0,3,94
2021-02-07T01:00,25.8,68,28.6,0,3,99
2021-02-07T02:00,25.6,69,28.7,0,2,75
2021-02-07T03:00,25.4,71,28.5,0,2,52
2021-02-07T04:00,24.7,74,27.6,0,2,53
2021-02-07T05:00,24.4,76,27.2,0,1,47
2021-02-07T06:00,24.1,76,26.7,0,1,40
2021-02-07T07:00,24.6,77,28,0,2,54
2021-02-07T08:00,26,72,29.4,0,1,40
2021-02-07T09:00,27.6,65,31,0,1,46
2021-02-07T10:00,29.4,57,32.6,0,1,38
2021-02-07T11:00,30.8,52,34.2,0,1,22
2021-02-07T12:00,31.7,48,34.9,0.1,51,57
2021-02-07T13:00,32.3,46,35.7,0,2,52
2021-02-07T14:00,32.6,45,36,0,1,34
2021-02-07T15:00,33.2,44,36,0,2,51
2021-02-07T16:00,32.7,44,35.6,0,2,75
2021-02-07T17:00,30.6,56,32.8,0,2,62
2021-02-07T18:00,28.9,62,30.9,0,0,20
2021-02-07T19:00,28.1,63,30.4,0,1,20
2021-02-07T20:00,27.7,66,30.5,0,1,49
2021-02-07T21:00,27.3,68,30.6,0,1,47
2021-02-07T22:00,26.8,71,30.1,0,1,33
2021-02-07T23:00,26.3,74,29.7,0,1,39
2021-02-08T00:00,26.1,75,29.8,0,2,57
2021-02-08T01:00,25.8,76,29.5,0,1,32
2021-02-08T02:00,25.5,78,29.4,0,1,44
2021-02-08T03:00,25.4,80,29.5,0,0,18
2021-02-08T04:00,25.1,82,29.4,0,0,8
2021-02-08T05:00,24.7,86,29.1,0,0,10
2021-02-08T06:00,24.2,89,28.5,0,0,18
2021-02-08T07:00,25,84,29.7,0,0,16
2021-02-08T08:00,26.2,76,30.9,0,0,16
2021-02-08T09:00,28,68,32.2,0,0,11
2021-02-08T10:00,29.8,60,34,0,2,64
2021-02-08T11:00,30.5,56,34.2,0.1,51,68
2021-02-08T12:00,31.1,54,34.9,0.1,51,38
2021-02-08T13:00,31.5,52,36,0.1,51,25
2021-02-08T14:00,32.4,46,36,0.1,51,36
2021-02-08T15:00,30.6,51,33.9,0.5,53,67
2021-02-08T16:00,29.7,56,33.2,0.2,51,32
2021-02-08T17:00,29.7,60,33.4,0.2,51,17
2021-02-08T18:00,28.8,65,32.1,0.1,51,29
2021-02-08T19:00,27.5,72,30.8,0.1,51,19
2021-02-08T20:00,27,73,30.4,0,0,16
2021-02-08T21:00,26.3,75,29.6,0,0,15
2021-02-08T22:00,25.9,75,29.1,0,0,10
2021-02-08T23:00,25.6,76,28.9,0,0,9
2021-02-09T00:00,25.4,76,28.7,0,1,26
2021-02-09T01:00,25.2,77,28.6,0,2,58
2021-02-09T02:00,25.2,77,28.7,0,0,16
2021-02-09T03:00,24.7,81,28.5,0,0,8
2021-02-09T04:00,24,87,27.9,0,1,26
2021-02-09T05:00,23.7,89,27.8,0,1,33
2021-02-09T06:00,23.5,89,27.5,0,0,17
2021-02-09T07:00,24.3,91,28.9,0,0,16
2021-02-09T08:00,26,78,30.1,0,0,18
2021-02-09T09:00,27.6,73,31.6,0,1,34
2021-02-09T10:00,28.9,68,33.2,0,1,31
2021-02-09T11:00,30.1,61,34.8,0,1,27
2021-02-09T12:00,31.3,57,36.7,0,1,22
2021-02-09T13:00,31.6,55,36.4,0.1,51,32
2021-02-09T14:00,31.7,53,35.9,0.1,51,34
2021-02-09T15:00,31.9,53,35.6,0.1,51,29
2021-02-09T16:00,31.7,51,34.1,0,1,32
2021-02-09T17:00,30.8,53,32.5,0,1,21
2021-02-09T18:00,29.2,60,31.2,0,0,18
2021-02-09T19:00,27.9,67,30.1,0,0,11
2021-02-09T20:00,27.1,69,29.8,0,0,13
2021-02-09T21:00,26.5,73,29.5,0,0,9
2021-02-09T22:00,25.9,76,29.3,0,0,10
2021-02-09T23:00,25.4,80,29,0,0,9
2021-02-10T00:00,25.1,82,28.9,0,0,8
2021-02-10T01:00,24.7,84,28.7,0,1,20
2021-02-10T02:00,24.5,85,28.6,0,1,30
2021-02-10T03:00,24.3,87,28.8,0,1,35
2021-02-10T04:00,24.1,88,28.9,0,1,27
2021-02-10T05:00,23.9,90,28.3,0,0,18
2021-02-10T06:00,23.5,92,27.8,0,0,12
2021-02-10T07:00,24.4,87,28.9,0,1,40
2021-02-10T08:00,25.7,78,29.8,0,2,65
2021-02-10T09:00,27.2,70,30.9,0,3,84
2021-02-10T10:00,28.9,62,32.3,0,1,46
2021-02-10T11:00,30.1,58,35,0,1,45
2021-02-10T12:00,30.8,54,35.8,0.2,51,70
2021-02-10T13:00,30.8,54,35.1,0.3,51,84
2021-02-10T14:00,31,54,35,0.7,53,82
2021-02-10T15:00,31.4,54,35.9,0.6,53,100
2021-02-10T16:00,29.3,67,33.1,2.3,61,100
2021-02-10T17:00,27.2,77,31,3.3,63,100
2021-02-10T18:00,27.3,78,32.3,2.4,61,100
2021-02-10T19:00,26.5,79,29.6,1.5,61,43
2021-02-10T20:00,26.2,81,29.9,0.5,53,71
2021-02-10T21:00,26,84,30.4,0.3,51,89
2021-02-10T22:00,25.7,86,30.2,0.1,51,67
2021-02-10T23:00,25.2,87,29.2,0,2,55
2021-02-11T00:00,24.7,89,28.6,0,2,56
2021-02-11T01:00,24.4,89,28.5,0,2,76
2021-02-11T02:00,24.1,90,28.4,0.1,51,84
2021-02-11T03:00,23.9,92,28,0.1,51,74
2021-02-11T04:00,23.9,92,28,0,2,76
2021-02-11T05:00,24,91,28.2,0,3,88
2021-02-11T06:00,24,92,28.3,0,2,70
2021-02-11T07:00,24.5,89,28.7,0,2,68
2021-02-11T08:00,25.5,83,29.2,0,2,60
2021-02-11T09:00,26.5,77,29.9,0,3,92
2021-02-11T10:00,27.7,70,31.2,0.2,51,86
2021-02-11T11:00,28,69,31.8,0.1,51,100
2021-02-11T12:00,28.6,68,32.4,0.1,51,54
2021-02-11T13:00,29.3,64,33.1,0,1,35
2021-02-11T14:00,29.7,61,32.5,0,1,47
2021-02-11T15:00,29.8,60,32.5,0,1,40
2021-02-11T16:00,29.4,60,32,0,1,40
2021-02-11T17:00,28.6,62,31,0,1,28
2021-02-11T18:00,27.5,66,29.7,0,1,40
2021-02-11T19:00,26.4,72,29.1,0,1,45
2021-02-11T20:00,25.8,75,28.6,0,1,45
2021-02-11T21:00,25.5,77,28.7,0,1,21
2021-02-11T22:00,25,80,28.2,0,0,11
2021-02-11T23:00,24.5,83,27.9,0,0,13
2021-02-12T00:00,24.1,84,27.4,0,0,8
2021-02-12T01:00,23.7,86,27,0,0,4
2021-02-12T02:00,23.4,88,26.6,0,0,6
2021-02-12T03:00,23.2,89,26.6,0,1,21
2021-02-12T04:00,23,91,26.7,0,1,27
2021-02-12T05:00,22.9,92,27.1,0,1,36
2021-02-12T06:00,22.8,94,27.4,0,1,41
2021-02-12T07:00,23.6,88,27.5,0,1,26
2021-02-12T08:00,24.9,80,28.3,0,1,26
2021-02-12T09:00,26.6,70,29.8,0,1,30
2021-02-12T10:00,28.1,62,32.5,0.1,51,55
2021-02-12T11:00,29.1,58,33.1,0.1,51,36
2021-02-12T12:00,30.3,52,34.4,0.2,51,40
2021-02-12T13:00,31.1,49,35,0.3,51,57
2021-02-12T14:00,31.2,48,34.1,0.4,51,51
2021-02-12T15:00,30.9,49,33.3,0.3,51,70
2021-02-12T16:00,30.3,51,33.1,0.3,51,73
2021-02-12T17:00,28.8,59,31.5,0.3,51,55
2021-02-12T18:00,26.5,72,28.6,0.1,51,28
2021-02-12T19:00,25.6,73,26.9,0,0,16
2021-02-12T20:00,24.9,78,26.7,0,0,2
2021-02-12T21:00,24.4,78,26,0,0,4
2021-02-12T22:00,24,79,25.9,0,0,4
2021-02-12T23:00,23.8,82,26.2,0,1,25
2021-02-13T00:00,23.5,83,26,0,0,3
2021-02-13T01:00,23.2,85,25.9,0,0,4
2021-02-13T02:00,22.8,87,25.7,0,0,9
2021-02-13T03:00,22.4,89,25.7,0,0,16
2021-02-13T04:00,22.1,91,25.5,0,1,26
2021-02-13T05:00,21.8,93,25.2,0,1,28
2021-02-13T06:00,21.9,91,25.7,0,1,25
2021-02-13T07:00,22.5,92,26.6,0,0,19
2021-02-13T08:00,24.1,82,27.6,0,1,24
2021-02-13T09:00,25.6,72,28.7,0,1,34
2021-02-13T10:00,27.2,63,30.8,0,2,52
2021-02-13T11:00,28.3,58,32,0,3,97
2021-02-13T12:00,29.7,52,33.7,0,2,76
2021-02-13T13:00,30.6,47,34.2,0,3,100
2021-02-13T14:00,31,43,33,0,2,70
2021-02-13T15:00,31.4,40,33.2,0,2,52
2021-02-13T16:00,30.6,43,32,0,2,68
2021-02-13T17:00,28.5,61,30,0,1,41
2021-02-13T18:00,26.8,64,28,0,1,28
2021-02-13T19:00,25.2,72,26.1,0,0,10
2021-02-13T20:00,24.8,75,26.1,0,0,7
2021-02-13T21:00,24,78,25.4,0,0,4
2021-02-13T22:00,23.6,78,25.1,0,0,5
2021-02-13T23:00,23.2,79,24.7,0,0,3
2021-02-14T00:00,23,79,24.6,0,0,1
2021-02-14T01:00,22.7,80,24.4,0,0,10
2021-02-14T02:00,22.4,81,24,0,0,4
2021-02-14T03:00,22,83,24.2,0,0,11
2021-02-14T04:00,21.5,87,24.2,0,0,3
2021-02-14T05:00,21.2,89,23.9,0,0,0
2021-02-14T06:00,20.9,91,24,0,0,4
2021-02-14T07:00,22.6,87,25.7,0,1,36
2021-02-14T08:00,24.4,74,26,0,1,40
2021-02-14T09:00,26,65,27.2,0,1,38
2021-02-14T10:00,27.9,55,30.4,0,2,68
2021-02-14T11:00,28.8,50,31.6,0,2,78
2021-02-14T12:00,29.8,46,33.3,0,3,88
2021-02-14T13:00,30.3,42,33.1,0,2,67
2021-02-14T14:00,30.6,40,32.8,0,2,55
2021-02-14T15:00,30.6,39,31.4,0,2,77
2021-02-14T16:00,29.6,50,30.6,0,2,69
2021-02-14T17:00,28,57,28.5,0,2,61
2021-02-14T18:00,26.2,63,26.8,0,1,20
2021-02-14T19:00,24.5,73,25,0,0,4
2021-02-14T20:00,24.2,75,24.9,0,0,1
2021-02-14T21:00,23.6,78,24.9,0,0,2
2021-02-14T22:00,23.3,78,24.8,0,0,1
2021-02-14T23:00,23.1,79,24.6,0,0,0
2021-02-15T00:00,22.7,81,24.4,0,0,0
2021-02-15T01:00,22.3,83,24.3,0,0,0
2021-02-15T02:00,22,84,23.9,0,0,0
2021-02-15T03:00,21.7,85,23.7,0,0,0
2021-02-15T04:00,21.5,88,23.6,0,0,0
2021-02-15T05:00,21.2,91,23.8,0,0,0
2021-02-15T06:00,20.7,93,23.9,0,0,5
2021-02-15T07:00,22.1,90,25.8,0,1,26
2021-02-15T08:00,23.9,80,26.9,0,1,34
2021-02-15T09:00,25.6,69,28.1,0,1,22
2021-02-15T10:00,27.5,59,30.3,0,1,22
2021-02-15T11:00,28.8,53,32.3,0,1,45
2021-02-15T12:00,30,45,33.3,0,2,69
2021-02-15T13:00,31.3,39,34,0,3,100
2021-02-15T14:00,31.6,37,32.8,0,2,53
2021-02-15T15:00,31,40,31.4,0,2,68
2021-02-15T16:00,29,54,29.1,0,2,80
2021-02-15T17:00,27.9,56,28.3,0,0,5
2021-02-15T18:00,25.8,62,25.9,0,0,4
2021-02-15T19:00,25,70,25.8,0,0,1
2021-02-15T20:00,24.3,73,25.1,0,0,0
2021-02-15T21:00,23.8,74,25,0,0,0
2021-02-15T22:00,23.3,79,25,0,0,0
2021-02-15T23:00,23,82,25,0,0,1
2021-02-16T00:00,22.6,84,24.6,0,0,0
2021-02-16T01:00,22.3,85,24.3,0,0,0
2021-02-16T02:00,22.1,87,24.1,0,0,6
2021-02-16T03:00,21.8,88,23.9,0,0,8
2021-02-16T04:00,21.6,90,23.7,0,0,13
2021-02-16T05:00,21.5,91,23.5,0,0,16
2021-02-16T06:00,21.3,91,23.4,0,1,21
2021-02-16T07:00,22.1,90,25.3,0,1,26
2021-02-16T08:00,23.9,78,26.1,0,0,17
2021-02-16T09:00,25.8,67,27.7,0,0,1
2021-02-16T10:00,27.9,56,30.4,0,0,17
2021-02-16T11:00,29.6,49,32.7,0,1,32
2021-02-16T12:00,30.4,44,33,0,2,72
2021-02-16T13:00,31.3,41,33.5,0,2,65
2021-02-16T14:00,31.9,37,33.9,0,2,74
2021-02-16T15:00,29.9,49,30,0,2,68
2021-02-16T16:00,28.4,54,28.4,0,0,14
2021-02-16T17:00,27.9,52,27.5,0,0,17
2021-02-16T18:00,25.8,60,25.5,0,0,4
2021-02-16T19:00,24.9,68,25.6,0,0,19
2021-02-16T20:00,24.2,74,25.7,0,1,25
2021-02-16T21:00,24,74,25.2,0,1,26
2021-02-16T22:00,23.4,77,24.9,0,1,26
2021-02-16T23:00,23.2,79,24.8,0,1,25
2021-02-17T00:00,22.9,82,24.7,0,1,28
2021-02-17T01:00,22.7,82,24.3,0,1,29
2021-02-17T02:00,22.6,82,24.2,0,1,29
2021-02-17T03:00,22.4,83,24.2,0,1,27
2021-02-17T04:00,22.1,84,24.2,0,1,27
2021-02-17T05:00,21.8,83,23.7,0,0,0
2021-02-17T06:00,21.5,83,23.1,0,0,0
2021-02-17T07:00,22.4,78,24.1,0,0,8
2021-02-17T08:00,24.2,65,24.8,0,0,0
2021-02-17T09:00,26.5,53,26.8,0,0,0
2021-02-17T10:00,28.7,44,29.6,0,0,1
2021-02-17T11:00,30.1,41,32.5,0,1,20
2021-02-17T12:00,31.1,38,34.3,0,1,27
2021-02-17T13:00,32,35,35,0,1,27
2021-02-17T14:00,32.7,32,35.2,0,1,28
2021-02-17T15:00,32.9,31,34.7,0,0,18
2021-02-17T16:00,31.8,36,31.9,0,0,2
2021-02-17T17:00,28.8,51,28.2,0,0,0
2021-02-17T18:00,27.8,54,28.3,0,0,0
2021-02-17T19:00,26.6,61,27.7,0,0,2
2021-02-17T20:00,26.1,60,27.2,0,0,4
2021-02-17T21:00,25.5,62,26.9,0,0,12
2021-02-17T22:00,25.2,66,27.1,0,0,12
2021-02-17T23:00,24.8,68,26.8,0,0,5
2021-02-18T00:00,24.3,71,26.6,0,0,0
2021-02-18T01:00,23.8,74,26.2,0,0,0
2021-02-18T02:00,23.2,77,25.8,0,0,0
2021-02-18T03:00,22.5,82,25.3,0,0,0
2021-02-18T04:00,21.7,87,24.7,0,0,2
2021-02-18T05:00,20.9,91,23.7,0,0,6
2021-02-18T06:00,20.3,89,22.4,0,0,0
2021-02-18T07:00,21.7,91,25.1,0,1,27
2021-02-18T08:00,23.5,77,26.6,0,1,32
2021-02-18T09:00,25.7,63,27.8,0,1,42
2021-02-18T10:00,27.8,49,29.4,0,1,34
2021-02-18T11:00,28.9,43,31,0,1,27
2021-02-18T12:00,29.9,40,32.9,0,1,21
2021-02-18T13:00,31.3,35,34.5,0,1,26
2021-02-18T14:00,32.2,31,34.3,0,1,31
2021-02-18T15:00,32.5,30,32.9,0,1,32
2021-02-18T16:00,31.9,32,30.9,0,0,12
2021-02-18T17:00,31.2,31,30.5,0,0,1
2021-02-18T18:00,30.5,34,30.8,0,0,3
2021-02-18T19:00,28.2,50,28.4,0,0,0
2021-02-18T20:00,26.4,63,28,0,0,2
2021-02-18T21:00,26.2,62,28,0,1,28
2021-02-18T22:00,26,63,28.2,0,0,11
2021-02-18T23:00,25.6,63,27.2,0,0,1
2021-02-19T00:00,24.7,58,25.5,0,0,2
2021-02-19T01:00,23.9,60,24.5,0,0,1
2021-02-19T02:00,23.2,62,23.6,0,0,0
2021-02-19T03:00,22.3,63,22.6,0,0,0
2021-02-19T04:00,21.5,64,21.6,0,0,0
2021-02-19T05:00,20.9,66,21.2,0,0,0
2021-02-19T06:00,20.5,69,21.1,0,0,0
2021-02-19T07:00,21.5,64,22.4,0,0,0
2021-02-19T08:00,23.9,56,24.9,0,0,0
2021-02-19T09:00,26,52,27.7,0,0,0
2021-02-19T10:00,27.9,49,30.7,0,0,0
2021-02-19T11:00,29.6,44,33.1,0,0,0
2021-02-19T12:00,31,40,35.1,0,0,3
2021-02-19T13:00,32.2,34,34.7,0,1,39
2021-02-19T14:00,32.3,34,32.9,0,2,52
2021-02-19T15:00,32.3,35,32.6,0,1,28
2021-02-19T16:00,32.9,32,33.4,0,1,32
2021-02-19T17:00,31.7,36,32.2,0,1,25
2021-02-19T18:00,28.6,55,29.2,0,0,10
2021-02-19T19:00,27.6,59,28.5,0,0,1
2021-02-19T20:00,26.6,61,27.8,0,0,0
2021-02-19T21:00,26.3,62,27.9,0,0,18
2021-02-19T22:00,26.1,61,27.7,0,1,39
2021-02-19T23:00,26.1,59,27.7,0,0,2
2021-02-20T00:00,25.3,63,27,0,0,4
2021-02-20T01:00,24.3,64,25.8,0,0,4
2021-02-20T02:00,23.7,65,25.1,0,0,8
2021-02-20T03:00,23.2,67,24.9,0,0,13
2021-02-20T04:00,22.5,72,24.4,0,0,13
2021-02-20T05:00,21.7,77,23.5,0,0,18
2021-02-20T06:00,20.8,78,22.2,0,0,20
2021-02-20T07:00,21.8,78,24.3,0,1,23
2021-02-20T08:00,23.8,60,24.8,0,0,11
2021-02-20T09:00,25.5,52,26.2,0,0,1
2021-02-20T10:00,27.4,45,29.1,0,0,0
2021-02-20T11:00,29.2,38,31.7,0,0,0
2021-02-20T12:00,30.8,32,33.3,0,1,23
2021-02-20T13:00,31.9,28,34,0,1,24
2021-02-20T14:00,32.5,27,34,0,1,23
2021-02-20T15:00,32.8,26,33.1,0,0,17
2021-02-20T16:00,32.7,28,32.1,0,1,23
2021-02-20T17:00,30.9,38,30.8,0,1,21
2021-02-20T18:00,27.6,54,27.9,0,0,3
2021-02-20T19:00,27,60,28.4,0,0,15
2021-02-20T20:00,25.9,64,27,0,0,10
2021-02-20T21:00,25.1,67,26.5,0,1,23
2021-02-20T22:00,24.5,69,26.2,0,1,22
2021-02-20T23:00,23.9,71,26.1,0,0,3
2021-02-21T00:00,23.6,72,25.9,0,0,0
2021-02-21T01:00,23.2,73,25.7,0,0,1
2021-02-21T02:00,22.8,75,25.2,0,0,5
2021-02-21T03:00,22.1,80,24.5,0,1,23
2021-02-21T04:00,21.4,85,23.8,0,1,24
2021-02-21T05:00,20.9,89,23.6,0,0,16
2021-02-21T06:00,20.5,91,23,0,0,12
2021-02-21T07:00,21.5,88,24.5,0,0,13
2021-02-21T08:00,23.8,76,26.2,0,2,58
2021-02-21T09:00,26,65,28.2,0,2,73
2021-02-21T10:00,27.9,55,30.8,0,2,66
2021-02-21T11:00,29.1,49,31.9,0,2,53
2021-02-21T12:00,30.5,42,33.7,0,1,46
2021-02-21T13:00,31.5,38,34.1,0,1,37
2021-02-21T14:00,32,36,33.8,0,1,31
2021-02-21T15:00,32.2,35,32.6,0,0,16
2021-02-21T16:00,31.9,35,32.5,0,1,32
2021-02-21T17:00,29.5,46,29.2,0,0,19
2021-02-21T18:00,27.6,51,27.5,0,0,11
2021-02-21T19:00,26.6,55,26.6,0,0,8
2021-02-21T20:00,25.6,56,25.3,0,0,10
2021-02-21T21:00,24.7,61,24.8,0,0,0
2021-02-21T22:00,24.2,61,24.4,0,0,1
2021-02-21T23:00,23.9,62,24.5,0,0,2
2021-02-22T00:00,23.5,65,24.4,0,0,6
2021-02-22T01:00,22.9,69,24.1,0,0,8
2021-02-22T02:00,22.3,73,23.9,0,0,14
2021-02-22T03:00,21.8,77,23.6,0,0,12
2021-02-22T04:00,21.4,81,23.1,0,0,9
2021-02-22T05:00,21.2,82,22.5,0,1,20
2021-02-22T06:00,20.9,83,22.3,0,1,22
